State Key,Series Key,Category Key,Spending Value ($ Millions),Date,Methodology Key
1,1,1,17710.1,2019-01-01 00:00:00.000,"2"
1,1,1,16510.3,2019-02-01 00:00:00.000,"2"
1,1,1,18423.6,2019-03-01 00:00:00.000,"2"
1,1,1,17295.8,2019-04-01 00:00:00.000,"2"
1,1,1,18351.9,2019-05-01 00:00:00.000,"2"
1,1,1,18033.7,2019-06-01 00:00:00.000,"2"
1,1,1,18074.8,2019-07-01 00:00:00.000,"2"
1,1,1,18485.9,2019-08-01 00:00:00.000,"2"
1,1,1,17891.9,2019-09-01 00:00:00.000,"2"
1,1,1,18630.2,2019-10-01 00:00:00.000,"2"
1,1,1,19108.6,2019-11-01 00:00:00.000,"2"
1,1,1,20241.7,2019-12-01 00:00:00.000,"2"
1,1,1,17425.7,2020-01-01 00:00:00.000,"2"
1,1,1,16397.4,2020-02-01 00:00:00.000,"2"
1,1,1,16909.1,2020-03-01 00:00:00.000,"2"
1,1,1,12953.7,2020-04-01 00:00:00.000,"2"
1,1,1,15926.7,2020-05-01 00:00:00.000,"2"
1,1,1,17094.8,2020-06-01 00:00:00.000,"2"
1,1,1,18007.4,2020-07-01 00:00:00.000,"2"
1,1,1,17487,2020-08-01 00:00:00.000,"2"
1,1,1,17461.4,2020-09-01 00:00:00.000,"2"
1,1,1,18325.9,2020-10-01 00:00:00.000,"2"
1,1,1,19003,2020-11-01 00:00:00.000,"2"
1,1,1,20181.5,2020-12-01 00:00:00.000,"2"
1,1,1,16849.8,2021-01-01 00:00:00.000,"2"
1,1,1,16042.5,2021-02-01 00:00:00.000,"2"
1,1,1,18033.8,2021-03-01 00:00:00.000,"2"
1,1,1,17554.4,2021-04-01 00:00:00.000,"2"
1,1,1,18212.7,2021-05-01 00:00:00.000,"2"
1,1,1,17697.4,2021-06-01 00:00:00.000,"2"
1,1,1,15881,2021-07-01 00:00:00.000,"2"
1,1,1,15726,2021-08-01 00:00:00.000,"2"
1,1,1,16123.2,2021-09-01 00:00:00.000,"2"
1,1,1,18810.3,2021-10-01 00:00:00.000,"2"
1,1,1,20438.2,2021-11-01 00:00:00.000,"2"
1,1,1,21556.9,2021-12-01 00:00:00.000,"2"
1,1,1,18097.7,2022-01-01 00:00:00.000,"2"
1,1,1,17982.6,2022-02-01 00:00:00.000,"2"
1,1,1,20463.2,2022-03-01 00:00:00.000,"2"
1,1,1,19990.3,2022-04-01 00:00:00.000,"2"
1,1,1,21253.2,2022-05-01 00:00:00.000,"2"
1,1,1,21300.4,2022-06-01 00:00:00.000,"2"
1,1,1,21642.3,2022-07-01 00:00:00.000,"2"
1,1,1,22091.2,2022-08-01 00:00:00.000,"2"
1,1,1,22263.6,2022-09-01 00:00:00.000,"2"
1,1,1,22936.8,2022-10-01 00:00:00.000,"2"
1,1,1,23888.6,2022-11-01 00:00:00.000,"2"
1,1,1,24983,2022-12-01 00:00:00.000,"2"
1,1,1,21627,2023-01-01 00:00:00.000,"2"
1,1,1,20398.4,2023-02-01 00:00:00.000,"2"
1,1,1,22783.9,2023-03-01 00:00:00.000,"2"
1,1,1,21639.1,2023-04-01 00:00:00.000,"2"
1,1,1,22725.3,2023-05-01 00:00:00.000,"2"
1,1,1,22647.5,2023-06-01 00:00:00.000,"2"
1,1,1,22574.9,2023-07-01 00:00:00.000,"2"
1,1,1,23128.6,2023-08-01 00:00:00.000,"2"
1,1,1,23332.2,2023-09-01 00:00:00.000,"2"
1,1,1,23469.4,2023-10-01 00:00:00.000,"2"
1,1,1,24786.5,2023-11-01 00:00:00.000,"2"
1,1,1,25253.4,2023-12-01 00:00:00.000,"2"
1,1,1,22510.1,2024-01-01 00:00:00.000,"2"
1,1,1,21801.7,2024-02-01 00:00:00.000,"2"
1,1,1,23214.7,2024-03-01 00:00:00.000,"2"
1,1,1,22220.1,2024-04-01 00:00:00.000,"2"
1,1,1,23389.7,2024-05-01 00:00:00.000,"2"
1,1,1,22911.9,2024-06-01 00:00:00.000,"2"
1,1,1,23190.5,2024-07-01 00:00:00.000,"2"
1,1,1,23714,2024-08-01 00:00:00.000,"2"
1,1,1,23107.5,2024-09-01 00:00:00.000,"2"
1,1,1,24208.9,2024-10-01 00:00:00.000,"2"
1,1,1,25444.7,2024-11-01 00:00:00.000,"2"
1,1,1,26126.3,2024-12-01 00:00:00.000,"2"
1,1,1,23057.3,2025-01-01 00:00:00.000,"2"
1,1,1,21733.3,2025-02-01 00:00:00.000,"2"
1,1,1,23923.7,2025-03-01 00:00:00.000,"2"
1,1,1,22807,2025-04-01 00:00:00.000,"2"
1,1,1,24315.9,2025-05-01 00:00:00.000,"2"
1,1,1,24046.7,2025-06-01 00:00:00.000,"2"
1,1,1,24118,2025-07-01 00:00:00.000,"2"
1,1,1,24274.5,2025-08-01 00:00:00.000,"2"
1,1,1,24395.6,2025-09-01 00:00:00.000,"2"
1,1,1,25673.8,2025-10-01 00:00:00.000,"2"
1,1,2,9402.2,2019-01-01 00:00:00.000,"2"
1,1,2,8594,2019-02-01 00:00:00.000,"2"
1,1,2,9679.3,2019-03-01 00:00:00.000,"2"
1,1,2,9105.9,2019-04-01 00:00:00.000,"2"
1,1,2,9650.8,2019-05-01 00:00:00.000,"2"
1,1,2,9672.9,2019-06-01 00:00:00.000,"2"
1,1,2,9295.5,2019-07-01 00:00:00.000,"2"
1,1,2,9630.8,2019-08-01 00:00:00.000,"2"
1,1,2,9370,2019-09-01 00:00:00.000,"2"
1,1,2,9819.1,2019-10-01 00:00:00.000,"2"
1,1,2,10295.4,2019-11-01 00:00:00.000,"2"
1,1,2,11771.8,2019-12-01 00:00:00.000,"2"
1,1,2,9203,2020-01-01 00:00:00.000,"2"
1,1,2,8699.7,2020-02-01 00:00:00.000,"2"
1,1,2,10360.5,2020-03-01 00:00:00.000,"2"
1,1,2,8693.1,2020-04-01 00:00:00.000,"2"
1,1,2,10428.6,2020-05-01 00:00:00.000,"2"
1,1,2,10578.1,2020-06-01 00:00:00.000,"2"
1,1,2,10718.2,2020-07-01 00:00:00.000,"2"
1,1,2,10601.8,2020-08-01 00:00:00.000,"2"
1,1,2,10443.7,2020-09-01 00:00:00.000,"2"
1,1,2,10962.9,2020-10-01 00:00:00.000,"2"
1,1,2,11622.9,2020-11-01 00:00:00.000,"2"
1,1,2,13021.3,2020-12-01 00:00:00.000,"2"
1,1,2,10262.2,2021-01-01 00:00:00.000,"2"
1,1,2,9321.6,2021-02-01 00:00:00.000,"2"
1,1,2,10423.9,2021-03-01 00:00:00.000,"2"
1,1,2,10132.2,2021-04-01 00:00:00.000,"2"
1,1,2,10724.7,2021-05-01 00:00:00.000,"2"
1,1,2,10517.2,2021-06-01 00:00:00.000,"2"
1,1,2,9868.7,2021-07-01 00:00:00.000,"2"
1,1,2,10016.1,2021-08-01 00:00:00.000,"2"
1,1,2,10153.2,2021-09-01 00:00:00.000,"2"
1,1,2,11448.5,2021-10-01 00:00:00.000,"2"
1,1,2,12297.1,2021-11-01 00:00:00.000,"2"
1,1,2,13629.3,2021-12-01 00:00:00.000,"2"
1,1,2,10943.4,2022-01-01 00:00:00.000,"2"
1,1,2,10214.7,2022-02-01 00:00:00.000,"2"
1,1,2,11466.6,2022-03-01 00:00:00.000,"2"
1,1,2,11297.6,2022-04-01 00:00:00.000,"2"
1,1,2,11787.8,2022-05-01 00:00:00.000,"2"
1,1,2,11791.7,2022-06-01 00:00:00.000,"2"
1,1,2,11918.8,2022-07-01 00:00:00.000,"2"
1,1,2,12018.9,2022-08-01 00:00:00.000,"2"
1,1,2,12038.1,2022-09-01 00:00:00.000,"2"
1,1,2,12344.9,2022-10-01 00:00:00.000,"2"
1,1,2,13443.7,2022-11-01 00:00:00.000,"2"
1,1,2,14694.6,2022-12-01 00:00:00.000,"2"
1,1,2,11786.3,2023-01-01 00:00:00.000,"2"
1,1,2,10838.9,2023-02-01 00:00:00.000,"2"
1,1,2,11947.4,2023-03-01 00:00:00.000,"2"
1,1,2,11750,2023-04-01 00:00:00.000,"2"
1,1,2,12144.3,2023-05-01 00:00:00.000,"2"
1,1,2,12131.5,2023-06-01 00:00:00.000,"2"
1,1,2,11818.1,2023-07-01 00:00:00.000,"2"
1,1,2,12139.1,2023-08-01 00:00:00.000,"2"
1,1,2,12422.4,2023-09-01 00:00:00.000,"2"
1,1,2,12452.5,2023-10-01 00:00:00.000,"2"
1,1,2,13540,2023-11-01 00:00:00.000,"2"
1,1,2,14415.2,2023-12-01 00:00:00.000,"2"
1,1,2,11701.1,2024-01-01 00:00:00.000,"2"
1,1,2,11228.6,2024-02-01 00:00:00.000,"2"
1,1,2,12147.4,2024-03-01 00:00:00.000,"2"
1,1,2,11530.1,2024-04-01 00:00:00.000,"2"
1,1,2,12129.5,2024-05-01 00:00:00.000,"2"
1,1,2,12185.7,2024-06-01 00:00:00.000,"2"
1,1,2,11784.7,2024-07-01 00:00:00.000,"2"
1,1,2,12091.5,2024-08-01 00:00:00.000,"2"
1,1,2,11850.5,2024-09-01 00:00:00.000,"2"
1,1,2,12348,2024-10-01 00:00:00.000,"2"
1,1,2,13625.8,2024-11-01 00:00:00.000,"2"
1,1,2,14779.4,2024-12-01 00:00:00.000,"2"
1,1,2,11669.3,2025-01-01 00:00:00.000,"2"
1,1,2,10935.9,2025-02-01 00:00:00.000,"2"
1,1,2,12191.1,2025-03-01 00:00:00.000,"2"
1,1,2,11515.5,2025-04-01 00:00:00.000,"2"
1,1,2,12350.7,2025-05-01 00:00:00.000,"2"
1,1,2,12503.3,2025-06-01 00:00:00.000,"2"
1,1,2,11993,2025-07-01 00:00:00.000,"2"
1,1,2,12146.3,2025-08-01 00:00:00.000,"2"
1,1,2,12300.3,2025-09-01 00:00:00.000,"2"
1,1,2,12998.9,2025-10-01 00:00:00.000,"2"
1,1,3,8307.9,2019-01-01 00:00:00.000,"2"
1,1,3,7916.3,2019-02-01 00:00:00.000,"2"
1,1,3,8744.3,2019-03-01 00:00:00.000,"2"
1,1,3,8189.9,2019-04-01 00:00:00.000,"2"
1,1,3,8701.1,2019-05-01 00:00:00.000,"2"
1,1,3,8360.8,2019-06-01 00:00:00.000,"2"
1,1,3,8779.4,2019-07-01 00:00:00.000,"2"
1,1,3,8855.1,2019-08-01 00:00:00.000,"2"
1,1,3,8521.9,2019-09-01 00:00:00.000,"2"
1,1,3,8811.1,2019-10-01 00:00:00.000,"2"
1,1,3,8813.2,2019-11-01 00:00:00.000,"2"
1,1,3,8469.9,2019-12-01 00:00:00.000,"2"
1,1,3,8222.7,2020-01-01 00:00:00.000,"2"
1,1,3,7697.7,2020-02-01 00:00:00.000,"2"
1,1,3,6548.6,2020-03-01 00:00:00.000,"2"
1,1,3,4260.6,2020-04-01 00:00:00.000,"2"
1,1,3,5498.1,2020-05-01 00:00:00.000,"2"
1,1,3,6516.7,2020-06-01 00:00:00.000,"2"
1,1,3,7289.2,2020-07-01 00:00:00.000,"2"
1,1,3,6885.2,2020-08-01 00:00:00.000,"2"
1,1,3,7017.6,2020-09-01 00:00:00.000,"2"
1,1,3,7363,2020-10-01 00:00:00.000,"2"
1,1,3,7380.1,2020-11-01 00:00:00.000,"2"
1,1,3,7160.2,2020-12-01 00:00:00.000,"2"
1,1,3,6587.6,2021-01-01 00:00:00.000,"2"
1,1,3,6720.9,2021-02-01 00:00:00.000,"2"
1,1,3,7609.8,2021-03-01 00:00:00.000,"2"
1,1,3,7422.2,2021-04-01 00:00:00.000,"2"
1,1,3,7488,2021-05-01 00:00:00.000,"2"
1,1,3,7180.2,2021-06-01 00:00:00.000,"2"
1,1,3,6012.3,2021-07-01 00:00:00.000,"2"
1,1,3,5709.9,2021-08-01 00:00:00.000,"2"
1,1,3,5970,2021-09-01 00:00:00.000,"2"
1,1,3,7361.9,2021-10-01 00:00:00.000,"2"
1,1,3,8141.1,2021-11-01 00:00:00.000,"2"
1,1,3,7927.6,2021-12-01 00:00:00.000,"2"
1,1,3,7154.3,2022-01-01 00:00:00.000,"2"
1,1,3,7767.9,2022-02-01 00:00:00.000,"2"
1,1,3,8996.6,2022-03-01 00:00:00.000,"2"
1,1,3,8692.7,2022-04-01 00:00:00.000,"2"
1,1,3,9465.4,2022-05-01 00:00:00.000,"2"
1,1,3,9508.8,2022-06-01 00:00:00.000,"2"
1,1,3,9723.4,2022-07-01 00:00:00.000,"2"
1,1,3,10072.2,2022-08-01 00:00:00.000,"2"
1,1,3,10225.5,2022-09-01 00:00:00.000,"2"
1,1,3,10591.9,2022-10-01 00:00:00.000,"2"
1,1,3,10444.9,2022-11-01 00:00:00.000,"2"
1,1,3,10288.3,2022-12-01 00:00:00.000,"2"
1,1,3,9840.7,2023-01-01 00:00:00.000,"2"
1,1,3,9559.5,2023-02-01 00:00:00.000,"2"
1,1,3,10836.5,2023-03-01 00:00:00.000,"2"
1,1,3,9889.1,2023-04-01 00:00:00.000,"2"
1,1,3,10581,2023-05-01 00:00:00.000,"2"
1,1,3,10516.1,2023-06-01 00:00:00.000,"2"
1,1,3,10756.8,2023-07-01 00:00:00.000,"2"
1,1,3,10989.5,2023-08-01 00:00:00.000,"2"
1,1,3,10909.9,2023-09-01 00:00:00.000,"2"
1,1,3,11016.9,2023-10-01 00:00:00.000,"2"
1,1,3,11246.4,2023-11-01 00:00:00.000,"2"
1,1,3,10838.2,2023-12-01 00:00:00.000,"2"
1,1,3,10809,2024-01-01 00:00:00.000,"2"
1,1,3,10573.1,2024-02-01 00:00:00.000,"2"
1,1,3,11067.3,2024-03-01 00:00:00.000,"2"
1,1,3,10690,2024-04-01 00:00:00.000,"2"
1,1,3,11260.2,2024-05-01 00:00:00.000,"2"
1,1,3,10726.2,2024-06-01 00:00:00.000,"2"
1,1,3,11405.8,2024-07-01 00:00:00.000,"2"
1,1,3,11622.6,2024-08-01 00:00:00.000,"2"
1,1,3,11257.1,2024-09-01 00:00:00.000,"2"
1,1,3,11860.9,2024-10-01 00:00:00.000,"2"
1,1,3,11818.9,2024-11-01 00:00:00.000,"2"
1,1,3,11346.9,2024-12-01 00:00:00.000,"2"
1,1,3,11388,2025-01-01 00:00:00.000,"2"
1,1,3,10797.4,2025-02-01 00:00:00.000,"2"
1,1,3,11732.6,2025-03-01 00:00:00.000,"2"
1,1,3,11291.5,2025-04-01 00:00:00.000,"2"
1,1,3,11965.2,2025-05-01 00:00:00.000,"2"
1,1,3,11543.4,2025-06-01 00:00:00.000,"2"
1,1,3,12125,2025-07-01 00:00:00.000,"2"
1,1,3,12128.3,2025-08-01 00:00:00.000,"2"
1,1,3,12095.2,2025-09-01 00:00:00.000,"2"
1,1,3,12674.9,2025-10-01 00:00:00.000,"2"
1,1,4,11843.7,2019-01-01 00:00:00.000,"2"
1,1,4,10731.1,2019-02-01 00:00:00.000,"2"
1,1,4,12078.9,2019-03-01 00:00:00.000,"2"
1,1,4,11269.1,2019-04-01 00:00:00.000,"2"
1,1,4,12017.1,2019-05-01 00:00:00.000,"2"
1,1,4,12211.9,2019-06-01 00:00:00.000,"2"
1,1,4,11901.8,2019-07-01 00:00:00.000,"2"
1,1,4,12136.6,2019-08-01 00:00:00.000,"2"
1,1,4,11836.3,2019-09-01 00:00:00.000,"2"
1,1,4,12282.3,2019-10-01 00:00:00.000,"2"
1,1,4,12766,2019-11-01 00:00:00.000,"2"
1,1,4,13817.9,2019-12-01 00:00:00.000,"2"
1,1,4,11486.1,2020-01-01 00:00:00.000,"2"
1,1,4,10526.1,2020-02-01 00:00:00.000,"2"
1,1,4,10190,2020-03-01 00:00:00.000,"2"
1,1,4,8091,2020-04-01 00:00:00.000,"2"
1,1,4,10308,2020-05-01 00:00:00.000,"2"
1,1,4,11270.8,2020-06-01 00:00:00.000,"2"
1,1,4,11700.8,2020-07-01 00:00:00.000,"2"
1,1,4,11250.7,2020-08-01 00:00:00.000,"2"
1,1,4,11347.6,2020-09-01 00:00:00.000,"2"
1,1,4,12084.8,2020-10-01 00:00:00.000,"2"
1,1,4,12710.4,2020-11-01 00:00:00.000,"2"
1,1,4,13700.8,2020-12-01 00:00:00.000,"2"
1,1,4,11135.7,2021-01-01 00:00:00.000,"2"
1,1,4,10329.5,2021-02-01 00:00:00.000,"2"
1,1,4,11567.9,2021-03-01 00:00:00.000,"2"
1,1,4,11553.3,2021-04-01 00:00:00.000,"2"
1,1,4,11956.5,2021-05-01 00:00:00.000,"2"
1,1,4,11604.2,2021-06-01 00:00:00.000,"2"
1,1,4,9904.1,2021-07-01 00:00:00.000,"2"
1,1,4,9812.5,2021-08-01 00:00:00.000,"2"
1,1,4,10284,2021-09-01 00:00:00.000,"2"
1,1,4,12490.5,2021-10-01 00:00:00.000,"2"
1,1,4,13819.2,2021-11-01 00:00:00.000,"2"
1,1,4,14631.5,2021-12-01 00:00:00.000,"2"
1,1,4,12040.6,2022-01-01 00:00:00.000,"2"
1,1,4,11779.9,2022-02-01 00:00:00.000,"2"
1,1,4,13418.7,2022-03-01 00:00:00.000,"2"
1,1,4,13534.3,2022-04-01 00:00:00.000,"2"
1,1,4,14143.7,2022-05-01 00:00:00.000,"2"
1,1,4,14350.6,2022-06-01 00:00:00.000,"2"
1,1,4,14586.2,2022-07-01 00:00:00.000,"2"
1,1,4,14734.2,2022-08-01 00:00:00.000,"2"
1,1,4,15151.1,2022-09-01 00:00:00.000,"2"
1,1,4,15655,2022-10-01 00:00:00.000,"2"
1,1,4,16326.7,2022-11-01 00:00:00.000,"2"
1,1,4,17380.1,2022-12-01 00:00:00.000,"2"
1,1,4,14808.5,2023-01-01 00:00:00.000,"2"
1,1,4,13497.5,2023-02-01 00:00:00.000,"2"
1,1,4,15113,2023-03-01 00:00:00.000,"2"
1,1,4,14633.8,2023-04-01 00:00:00.000,"2"
1,1,4,15068.1,2023-05-01 00:00:00.000,"2"
1,1,4,15309.5,2023-06-01 00:00:00.000,"2"
1,1,4,15128.8,2023-07-01 00:00:00.000,"2"
1,1,4,15334.7,2023-08-01 00:00:00.000,"2"
1,1,4,15691.4,2023-09-01 00:00:00.000,"2"
1,1,4,15641.7,2023-10-01 00:00:00.000,"2"
1,1,4,16792.2,2023-11-01 00:00:00.000,"2"
1,1,4,17310.6,2023-12-01 00:00:00.000,"2"
1,1,4,15095.6,2024-01-01 00:00:00.000,"2"
1,1,4,14214.9,2024-02-01 00:00:00.000,"2"
1,1,4,15247.1,2024-03-01 00:00:00.000,"2"
1,1,4,14637.6,2024-04-01 00:00:00.000,"2"
1,1,4,15353.3,2024-05-01 00:00:00.000,"2"
1,1,4,15416.5,2024-06-01 00:00:00.000,"2"
1,1,4,15211.8,2024-07-01 00:00:00.000,"2"
1,1,4,15553.1,2024-08-01 00:00:00.000,"2"
1,1,4,15220.8,2024-09-01 00:00:00.000,"2"
1,1,4,16018.1,2024-10-01 00:00:00.000,"2"
1,1,4,17164.9,2024-11-01 00:00:00.000,"2"
1,1,4,17829.3,2024-12-01 00:00:00.000,"2"
1,1,4,15323,2025-01-01 00:00:00.000,"2"
1,1,4,14107.8,2025-02-01 00:00:00.000,"2"
1,1,4,15636.9,2025-03-01 00:00:00.000,"2"
1,1,4,14950.5,2025-04-01 00:00:00.000,"2"
1,1,4,15995.6,2025-05-01 00:00:00.000,"2"
1,1,4,16090.6,2025-06-01 00:00:00.000,"2"
1,1,4,15798.5,2025-07-01 00:00:00.000,"2"
1,1,4,15933.7,2025-08-01 00:00:00.000,"2"
1,1,4,16023.1,2025-09-01 00:00:00.000,"2"
1,1,4,16978.2,2025-10-01 00:00:00.000,"2"
1,1,5,5866.4,2019-01-01 00:00:00.000,"2"
1,1,5,5779.2,2019-02-01 00:00:00.000,"2"
1,1,5,6344.8,2019-03-01 00:00:00.000,"2"
1,1,5,6026.7,2019-04-01 00:00:00.000,"2"
1,1,5,6334.8,2019-05-01 00:00:00.000,"2"
1,1,5,5821.8,2019-06-01 00:00:00.000,"2"
1,1,5,6173,2019-07-01 00:00:00.000,"2"
1,1,5,6349.4,2019-08-01 00:00:00.000,"2"
1,1,5,6055.5,2019-09-01 00:00:00.000,"2"
1,1,5,6347.9,2019-10-01 00:00:00.000,"2"
1,1,5,6342.6,2019-11-01 00:00:00.000,"2"
1,1,5,6423.8,2019-12-01 00:00:00.000,"2"
1,1,5,5939.6,2020-01-01 00:00:00.000,"2"
1,1,5,5871.3,2020-02-01 00:00:00.000,"2"
1,1,5,6719.1,2020-03-01 00:00:00.000,"2"
1,1,5,4862.7,2020-04-01 00:00:00.000,"2"
1,1,5,5618.7,2020-05-01 00:00:00.000,"2"
1,1,5,5823.9,2020-06-01 00:00:00.000,"2"
1,1,5,6306.5,2020-07-01 00:00:00.000,"2"
1,1,5,6236.3,2020-08-01 00:00:00.000,"2"
1,1,5,6113.8,2020-09-01 00:00:00.000,"2"
1,1,5,6241.1,2020-10-01 00:00:00.000,"2"
1,1,5,6292.6,2020-11-01 00:00:00.000,"2"
1,1,5,6480.7,2020-12-01 00:00:00.000,"2"
1,1,5,5714.1,2021-01-01 00:00:00.000,"2"
1,1,5,5712.9,2021-02-01 00:00:00.000,"2"
1,1,5,6465.9,2021-03-01 00:00:00.000,"2"
1,1,5,6001.2,2021-04-01 00:00:00.000,"2"
1,1,5,6256.3,2021-05-01 00:00:00.000,"2"
1,1,5,6093.2,2021-06-01 00:00:00.000,"2"
1,1,5,5976.9,2021-07-01 00:00:00.000,"2"
1,1,5,5913.5,2021-08-01 00:00:00.000,"2"
1,1,5,5839.2,2021-09-01 00:00:00.000,"2"
1,1,5,6319.9,2021-10-01 00:00:00.000,"2"
1,1,5,6619,2021-11-01 00:00:00.000,"2"
1,1,5,6925.4,2021-12-01 00:00:00.000,"2"
1,1,5,6057,2022-01-01 00:00:00.000,"2"
1,1,5,6202.7,2022-02-01 00:00:00.000,"2"
1,1,5,7044.5,2022-03-01 00:00:00.000,"2"
1,1,5,6456,2022-04-01 00:00:00.000,"2"
1,1,5,7109.5,2022-05-01 00:00:00.000,"2"
1,1,5,6949.8,2022-06-01 00:00:00.000,"2"
1,1,5,7056.1,2022-07-01 00:00:00.000,"2"
1,1,5,7356.9,2022-08-01 00:00:00.000,"2"
1,1,5,7112.5,2022-09-01 00:00:00.000,"2"
1,1,5,7281.9,2022-10-01 00:00:00.000,"2"
1,1,5,7561.9,2022-11-01 00:00:00.000,"2"
1,1,5,7602.9,2022-12-01 00:00:00.000,"2"
1,1,5,6818.5,2023-01-01 00:00:00.000,"2"
1,1,5,6900.9,2023-02-01 00:00:00.000,"2"
1,1,5,7670.9,2023-03-01 00:00:00.000,"2"
1,1,5,7005.3,2023-04-01 00:00:00.000,"2"
1,1,5,7657.1,2023-05-01 00:00:00.000,"2"
1,1,5,7338.1,2023-06-01 00:00:00.000,"2"
1,1,5,7446,2023-07-01 00:00:00.000,"2"
1,1,5,7793.9,2023-08-01 00:00:00.000,"2"
1,1,5,7640.8,2023-09-01 00:00:00.000,"2"
1,1,5,7827.7,2023-10-01 00:00:00.000,"2"
1,1,5,7994.2,2023-11-01 00:00:00.000,"2"
1,1,5,7942.9,2023-12-01 00:00:00.000,"2"
1,1,5,7414.4,2024-01-01 00:00:00.000,"2"
1,1,5,7586.8,2024-02-01 00:00:00.000,"2"
1,1,5,7967.6,2024-03-01 00:00:00.000,"2"
1,1,5,7582.5,2024-04-01 00:00:00.000,"2"
1,1,5,8036.4,2024-05-01 00:00:00.000,"2"
1,1,5,7495.4,2024-06-01 00:00:00.000,"2"
1,1,5,7978.7,2024-07-01 00:00:00.000,"2"
1,1,5,8160.9,2024-08-01 00:00:00.000,"2"
1,1,5,7886.7,2024-09-01 00:00:00.000,"2"
1,1,5,8190.9,2024-10-01 00:00:00.000,"2"
1,1,5,8279.8,2024-11-01 00:00:00.000,"2"
1,1,5,8297,2024-12-01 00:00:00.000,"2"
1,1,5,7734.3,2025-01-01 00:00:00.000,"2"
1,1,5,7625.5,2025-02-01 00:00:00.000,"2"
1,1,5,8286.8,2025-03-01 00:00:00.000,"2"
1,1,5,7856.6,2025-04-01 00:00:00.000,"2"
1,1,5,8320.3,2025-05-01 00:00:00.000,"2"
1,1,5,7956.1,2025-06-01 00:00:00.000,"2"
1,1,5,8319.4,2025-07-01 00:00:00.000,"2"
1,1,5,8340.8,2025-08-01 00:00:00.000,"2"
1,1,5,8372.5,2025-09-01 00:00:00.000,"2"
1,1,5,8695.7,2025-10-01 00:00:00.000,"2"
1,1,6,2661.6,2019-01-01 00:00:00.000,"2"
1,1,6,2491,2019-02-01 00:00:00.000,"2"
1,1,6,2767.8,2019-03-01 00:00:00.000,"2"
1,1,6,2625.9,2019-04-01 00:00:00.000,"2"
1,1,6,2616.3,2019-05-01 00:00:00.000,"2"
1,1,6,2493.5,2019-06-01 00:00:00.000,"2"
1,1,6,2574.1,2019-07-01 00:00:00.000,"2"
1,1,6,2689.6,2019-08-01 00:00:00.000,"2"
1,1,6,2565,2019-09-01 00:00:00.000,"2"
1,1,6,2679.9,2019-10-01 00:00:00.000,"2"
1,1,6,2668.3,2019-11-01 00:00:00.000,"2"
1,1,6,2918.9,2019-12-01 00:00:00.000,"2"
1,1,6,2590.3,2020-01-01 00:00:00.000,"2"
1,1,6,2485.1,2020-02-01 00:00:00.000,"2"
1,1,6,3416.8,2020-03-01 00:00:00.000,"2"
1,1,6,2875.9,2020-04-01 00:00:00.000,"2"
1,1,6,2993.4,2020-05-01 00:00:00.000,"2"
1,1,6,2770.1,2020-06-01 00:00:00.000,"2"
1,1,6,2909.1,2020-07-01 00:00:00.000,"2"
1,1,6,2977.9,2020-08-01 00:00:00.000,"2"
1,1,6,2810.6,2020-09-01 00:00:00.000,"2"
1,1,6,2940.5,2020-10-01 00:00:00.000,"2"
1,1,6,2872.2,2020-11-01 00:00:00.000,"2"
1,1,6,3199.1,2020-12-01 00:00:00.000,"2"
1,1,6,2831.9,2021-01-01 00:00:00.000,"2"
1,1,6,2514.9,2021-02-01 00:00:00.000,"2"
1,1,6,2797.3,2021-03-01 00:00:00.000,"2"
1,1,6,2663.1,2021-04-01 00:00:00.000,"2"
1,1,6,2770.6,2021-05-01 00:00:00.000,"2"
1,1,6,2761.4,2021-06-01 00:00:00.000,"2"
1,1,6,3110,2021-07-01 00:00:00.000,"2"
1,1,6,3236.3,2021-08-01 00:00:00.000,"2"
1,1,6,3074.6,2021-09-01 00:00:00.000,"2"
1,1,6,3135.2,2021-10-01 00:00:00.000,"2"
1,1,6,2925.4,2021-11-01 00:00:00.000,"2"
1,1,6,3380.2,2021-12-01 00:00:00.000,"2"
1,1,6,3051.1,2022-01-01 00:00:00.000,"2"
1,1,6,2740.6,2022-02-01 00:00:00.000,"2"
1,1,6,2978.3,2022-03-01 00:00:00.000,"2"
1,1,6,3042.9,2022-04-01 00:00:00.000,"2"
1,1,6,3014.3,2022-05-01 00:00:00.000,"2"
1,1,6,2936,2022-06-01 00:00:00.000,"2"
1,1,6,3175.8,2022-07-01 00:00:00.000,"2"
1,1,6,3216.9,2022-08-01 00:00:00.000,"2"
1,1,6,3171.8,2022-09-01 00:00:00.000,"2"
1,1,6,3340.7,2022-10-01 00:00:00.000,"2"
1,1,6,3314.8,2022-11-01 00:00:00.000,"2"
1,1,6,3742.9,2022-12-01 00:00:00.000,"2"
1,1,6,3320.1,2023-01-01 00:00:00.000,"2"
1,1,6,3099.6,2023-02-01 00:00:00.000,"2"
1,1,6,3379.5,2023-03-01 00:00:00.000,"2"
1,1,6,3407.1,2023-04-01 00:00:00.000,"2"
1,1,6,3375,2023-05-01 00:00:00.000,"2"
1,1,6,3257.2,2023-06-01 00:00:00.000,"2"
1,1,6,3366.9,2023-07-01 00:00:00.000,"2"
1,1,6,3411.1,2023-08-01 00:00:00.000,"2"
1,1,6,3388.7,2023-09-01 00:00:00.000,"2"
1,1,6,3512.7,2023-10-01 00:00:00.000,"2"
